timestamp,src_ip,dst_ip,src_port,dst_port,proto,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,signature,jenis_serangan,action,confidence,status,direction
2025-08-08T18:51:54.007566+07:00,192.168.38.128,192.168.38.130,49132.0,0.0,TCP,0.0,4.0,3.0,295.0,228.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA Applayer Detect protocol only one direction,UNKNOWN,0,0.8,detected,inbound
2025-08-08T18:58:04.229803+07:00,192.168.38.128,192.168.38.130,40762.0,0.0,TCP,0.0,8.0,6.0,1571.0,2059.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,CUSTOM SSH Brute Force Detected,BRUTE,0,0.8,detected,inbound
2025-08-08T18:59:06.258069+07:00,192.168.38.128,192.168.38.130,39256.0,0.0,TCP,0.0,4.0,3.0,295.0,249.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,CUSTOM SSH Brute Force Detected,BRUTE,0,0.8,detected,inbound
2025-08-08T19:00:10.960102+07:00,192.168.38.128,192.168.38.130,46636.0,0.0,TCP,0.0,4.0,3.0,295.0,249.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,CUSTOM SSH Brute Force Detected,BRUTE,1,0.8,detected,inbound
2025-08-08T19:00:18.357799+07:00,192.168.38.128,192.168.38.130,46640.0,0.0,TCP,0.0,6.0,0.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,1,0.8,detected,inbound
2025-08-08T19:02:02.052472+07:00,192.168.38.128,192.168.38.130,56440.0,0.0,TCP,0.0,35.0,29.0,4885.0,4453.0,0.0,0.0,0.0,0.8285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,CUSTOM SSH Brute Force Detected,BRUTE,1,0.8,detected,inbound
2025-08-08T20:34:09.227192+07:00,192.168.38.128,192.168.38.130,2442.0,0.0,TCP,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,0,0.8,detected,inbound
2025-08-08T20:34:11.989072+07:00,192.168.38.128,192.168.38.130,8711.0,0.0,TCP,0.0,2.0,2.0,120.0,116.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,UNKNOWN,0,0.8,detected,inbound
2025-08-08T20:34:12.610804+07:00,192.168.38.128,192.168.38.130,20993.0,0.0,TCP,0.0,2.0,1.0,120.0,58.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,UNKNOWN,1,0.8,detected,inbound
2025-08-08T20:34:14.821147+07:00,192.168.38.128,192.168.38.130,9471.0,0.0,TCP,0.0,3.0,4.0,180.0,228.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM ESTABLISHED SYN resend with different seq,UNKNOWN,1,0.8,detected,inbound
2025-08-08T20:34:15.537946+07:00,192.168.38.128,192.168.38.130,27568.0,0.0,TCP,0.0,2.0,1.0,120.0,58.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,UNKNOWN,0,0.8,detected,inbound
2025-08-08T20:34:18.948822+07:00,192.168.38.128,192.168.38.130,53036.0,0.0,TCP,0.0,2.0,1.0,120.0,58.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,UNKNOWN,0,0.8,detected,inbound
2025-08-08T20:34:19.206786+07:00,192.168.38.128,192.168.38.130,58555.0,0.0,TCP,0.0,5.0,3.0,300.0,170.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM ESTABLISHED SYN resend with different seq,UNKNOWN,0,0.8,detected,inbound
2025-08-08T20:34:19.224461+07:00,192.168.38.128,192.168.38.130,58795.0,0.0,TCP,0.0,2.0,1.0,120.0,58.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,0,0.8,detected,inbound
2025-08-08T20:34:21.580052+07:00,192.168.38.128,192.168.38.130,46928.0,0.0,TCP,0.0,3.0,2.0,180.0,116.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,UNKNOWN,1,0.8,detected,inbound
2025-08-08T20:34:22.376390+07:00,192.168.38.128,192.168.38.130,64973.0,0.0,TCP,0.0,4.0,6.0,240.0,344.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM ESTABLISHED SYN resend with different seq,UNKNOWN,0,0.8,detected,inbound
2025-08-08T20:34:23.288775+07:00,192.168.38.128,192.168.38.130,21991.0,0.0,TCP,0.0,2.0,1.0,120.0,58.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,UNKNOWN,0,0.8,detected,inbound
2025-08-08T20:34:24.681942+07:00,192.168.38.128,192.168.38.130,57533.0,0.0,TCP,0.0,5.0,5.0,300.0,286.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM ESTABLISHED SYN resend with different seq,UNKNOWN,1,0.8,detected,inbound
2025-08-08T20:34:25.483844+07:00,192.168.38.128,192.168.38.130,9564.0,0.0,TCP,0.0,3.0,2.0,180.0,116.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,UNKNOWN,1,0.8,detected,inbound
2025-08-08T20:34:26.895268+07:00,192.168.38.128,192.168.38.130,47177.0,0.0,TCP,0.0,4.0,5.0,240.0,286.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM ESTABLISHED SYN resend with different seq,UNKNOWN,0,0.8,detected,inbound
2025-08-08T20:34:27.302082+07:00,192.168.38.128,192.168.38.130,56156.0,0.0,TCP,0.0,2.0,1.0,120.0,58.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,UNKNOWN,0,0.8,detected,inbound
2025-08-08T20:34:28.606573+07:00,192.168.38.128,192.168.38.130,22998.0,0.0,TCP,0.0,4.0,4.0,240.0,228.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM ESTABLISHED SYN resend with different seq,UNKNOWN,0,0.8,detected,inbound
2025-08-08T20:34:29.226528+07:00,192.168.38.128,192.168.38.130,38903.0,0.0,TCP,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,0,0.8,detected,inbound
2025-08-08T20:34:29.278660+07:00,192.168.38.128,192.168.38.130,40544.0,0.0,TCP,0.0,2.0,1.0,120.0,58.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,UNKNOWN,0,0.8,detected,inbound
2025-08-08T20:34:31.093800+07:00,192.168.38.128,192.168.38.130,17692.0,0.0,TCP,0.0,6.0,4.0,360.0,228.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM ESTABLISHED SYN resend with different seq,UNKNOWN,0,0.8,detected,inbound
2025-08-08T20:34:31.372042+07:00,192.168.38.128,192.168.38.130,23173.0,0.0,TCP,0.0,4.0,3.0,240.0,174.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,UNKNOWN,0,0.8,detected,inbound
2025-08-08T20:34:33.270354+07:00,192.168.38.128,192.168.38.130,1476.0,0.0,TCP,0.0,3.0,2.0,180.0,112.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM ESTABLISHED SYN resend with different seq,UNKNOWN,1,0.8,detected,inbound
2025-08-08T20:34:33.866793+07:00,192.168.38.128,192.168.38.130,14226.0,0.0,TCP,0.0,3.0,2.0,180.0,116.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,UNKNOWN,0,0.8,detected,inbound
2025-08-08T20:34:36.521411+07:00,192.168.38.128,192.168.38.130,8764.0,0.0,TCP,0.0,6.0,4.0,360.0,232.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,UNKNOWN,1,0.8,detected,inbound
2025-08-08T20:34:36.525188+07:00,192.168.38.128,192.168.38.130,8820.0,0.0,TCP,0.0,4.0,4.0,240.0,228.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM ESTABLISHED SYN resend with different seq,UNKNOWN,1,0.8,detected,inbound
2025-08-08T20:34:38.563534+07:00,192.168.38.128,192.168.38.130,60642.0,0.0,TCP,0.0,2.0,1.0,120.0,58.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,UNKNOWN,0,0.8,detected,inbound
2025-08-08T20:34:38.801778+07:00,192.168.38.128,192.168.38.130,2053.0,0.0,TCP,0.0,4.0,3.0,240.0,170.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM ESTABLISHED SYN resend with different seq,UNKNOWN,1,0.8,detected,inbound
2025-08-08T20:34:39.229568+07:00,192.168.38.128,192.168.38.130,10478.0,0.0,TCP,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,1,0.8,detected,inbound
2025-08-08T21:21:16.796470+07:00,192.168.38.1,192.168.38.130,56487.0,0.0,TCP,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTENTIAL TCP PORT SCAN,SCAN,1,0.8,detected,inbound
2025-08-08T21:21:23.609869+07:00,192.168.38.1,192.168.38.130,0.0,0.0,ICMP,0.0,1.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA ICMPv4 unknown code,UNKNOWN,1,0.8,detected,inbound
2025-08-16T02:29:24.953474+07:00,216.239.38.120,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:29:53.732287+07:00,74.125.24.94,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:29:54.325288+07:00,64.233.170.119,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:29:54.486636+07:00,172.217.194.95,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:29:55.473305+07:00,172.217.194.84,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:29:58.125357+07:00,142.251.10.154,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:30:00.835489+07:00,74.125.68.93,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,1,0.8,detected,inbound
2025-08-16T02:30:01.742446+07:00,142.251.12.94,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,1,0.8,detected,inbound
2025-08-16T02:30:03.873176+07:00,142.251.12.149,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:30:11.736927+07:00,74.125.130.100,192.168.38.130,443.0,0.0,UDP,0.0,3.0,5.0,3882.0,5261.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:30:19.801108+07:00,74.125.24.105,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:30:19.823764+07:00,142.250.4.105,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:30:19.938642+07:00,74.125.130.104,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:30:20.025687+07:00,142.251.10.132,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,1,0.8,detected,inbound
2025-08-16T02:30:20.040656+07:00,142.251.10.147,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:30:33.471770+07:00,172.253.118.102,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:30:38.728241+07:00,172.253.118.157,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:30:39.149529+07:00,142.251.10.141,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:30:49.068797+07:00,142.251.12.94,192.168.38.130,443.0,0.0,TCP,0.0,7.0,9.0,518.0,540.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM FIN1 FIN with wrong seq,UNKNOWN,1,0.8,detected,inbound
2025-08-16T02:31:09.157173+07:00,142.251.12.94,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:31:19.667197+07:00,142.250.4.91,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:31:52.314861+07:00,142.251.12.94,192.168.38.130,443.0,0.0,TCP,0.0,11.0,17.0,814.0,1020.0,0.0,0.0,0.0,1.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA STREAM FIN1 FIN with wrong seq,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:32:33.738680+07:00,216.239.38.120,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
2025-08-16T02:32:34.558321+07:00,172.217.70.94,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,1,0.8,detected,inbound
2025-08-16T02:32:34.634154+07:00,172.253.118.154,192.168.38.130,443.0,0.0,UDP,0.0,2.0,5.0,2588.0,5261.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,SURICATA QUIC failed decrypt,UNKNOWN,0,0.8,detected,inbound
